08-13-1991	156.87	157.07	155.54	157.07	20039	10529000.000
08-14-1991	158.30	158.63	158.11	158.63	5480	2929000.000
08-15-1991	159.92	160.21	158.63	160.21	1537	850000.000
08-16-1991	161.56	161.60	160.21	161.60	984	581000.000
08-19-1991	163.21	163.21	161.60	163.21	985	614000.000
08-20-1991	164.74	164.84	163.21	164.84	573	388000.000
08-21-1991	166.49	166.49	164.84	166.49	3411	2106000.000
08-22-1991	167.81	168.16	166.49	168.16	1296	845000.000
08-23-1991	169.81	169.81	168.16	169.81	605	502000.000
08-26-1991	171.51	171.51	169.81	171.51	643	518000.000
08-27-1991	173.06	173.19	171.51	173.19	796	520000.000
08-28-1991	174.82	174.92	173.19	174.92	804	511000.000
08-29-1991	176.53	176.66	174.92	176.66	2608	1629000.000
08-30-1991	178.20	178.43	176.66	178.43	6759	4219000.000
09-02-1991	180.08	180.22	178.43	180.22	1408	886000.000
09-03-1991	181.71	181.97	180.22	181.97	1475	940000.000
09-04-1991	183.66	183.69	181.97	183.69	650	470000.000
09-05-1991	185.48	185.51	183.69	185.51	1514	1095000.000
09-06-1991	187.09	187.36	185.51	187.36	2765	1761000.000
09-09-1991	189.10	189.24	187.36	189.24	3552	2349000.000
09-10-1991	190.98	190.98	188.19	188.33	33434	21507000.000
09-11-1991	187.29	187.29	186.86	187.22	21392	14677000.000
09-12-1991	186.22	187.40	186.07	186.22	19699	16265000.000
09-13-1991	188.00	188.04	185.01	187.79	37434	24035000.000
09-16-1991	189.55	189.66	187.79	189.66	9933	6343000.000
09-17-1991	191.16	191.18	188.28	188.65	28829	18623000.000
09-18-1991	187.26	188.59	187.18	187.63	15822	11015000.000
09-19-1991	187.65	189.21	186.49	186.88	23439	14607000.000
09-20-1991	185.77	187.21	185.66	185.92	12075	7417000.000
09-23-1991	185.00	185.92	184.71	185.00	4034	2806000.000
09-24-1991	183.96	185.04	183.69	184.08	1426	1002000.000
09-25-1991	182.80	184.08	182.80	183.19	1389	934000.000
09-26-1991	182.21	183.19	181.93	182.33	6541	4620000.000
09-27-1991	183.12	183.89	181.19	181.82	33728	20416000.000
09-30-1991	180.28	181.95	180.27	180.92	25594	22336000.000
10-03-1991	181.55	182.48	179.80	182.48	18741	12329000.000
10-04-1991	184.29	184.29	183.59	184.29	7360	5039000.000
10-07-1991	185.95	186.00	185.41	186.00	11369	7291000.000
10-08-1991	187.59	187.61	186.00	187.49	23745	15241000.000
10-09-1991	188.49	189.12	186.31	189.12	20989	13440000.000
10-10-1991	190.71	191.01	189.12	191.01	6638	4333000.000
10-11-1991	192.84	192.88	191.01	192.85	10981	7251000.000
10-14-1991	194.06	194.69	192.32	194.67	21493	13948000.000
10-15-1991	196.58	196.61	194.67	196.61	11002	7265000.000
10-16-1991	198.51	198.57	196.61	198.57	9562	6273000.000
10-17-1991	200.50	200.51	198.57	200.51	6077	4136000.000
10-18-1991	202.50	202.51	200.51	202.51	2968	2384000.000
10-21-1991	204.53	204.53	202.51	204.53	3537	2514000.000
10-22-1991	206.06	206.53	204.53	206.53	2128	1521000.000
10-23-1991	208.06	208.25	206.53	208.25	2623	1980000.000
10-24-1991	210.20	210.20	208.25	210.07	19357	13174000.000
10-25-1991	210.34	211.97	209.71	211.86	32650	22263000.000
10-28-1991	213.50	213.98	211.86	213.98	3217	2357000.000
10-29-1991	215.63	215.78	213.98	215.78	2697	2069000.000
10-30-1991	216.37	216.43	215.78	216.43	2380	1814000.000
10-31-1991	218.59	218.60	216.43	218.60	3929	2914000.000
11-01-1991	220.71	220.72	218.60	220.72	5906	4313000.000
11-04-1991	222.77	222.77	220.79	222.77	4474	3352000.000
11-05-1991	224.44	224.65	222.77	224.65	2805	2225000.000
11-06-1991	226.83	226.88	224.65	226.88	2848	2188000.000
11-07-1991	228.93	228.93	226.88	228.93	4833	4085000.000
11-08-1991	230.99	231.22	228.93	231.22	14406	11039000.000
11-11-1991	233.48	233.55	231.22	233.55	2474	2130000.000
11-12-1991	235.75	235.80	233.55	235.80	895	914000.000
11-13-1991	236.51	236.67	235.80	236.67	799	879000.000
11-14-1991	237.39	237.45	236.67	237.45	862	940000.000
11-15-1991	238.25	238.25	237.45	238.25	2058	1914000.000
11-18-1991	240.04	240.62	238.25	240.62	1885	1534000.000
11-19-1991	242.24	242.24	240.62	242.24	2310	2040000.000
11-20-1991	244.50	244.50	242.24	244.50	2325	1929000.000
11-21-1991	246.26	246.31	244.50	246.31	2155	2030000.000
11-22-1991	248.24	248.53	246.31	248.53	2133	1954000.000
11-25-1991	250.84	250.85	248.53	250.85	2331	1963000.000
11-26-1991	252.90	252.97	250.85	252.97	2454	2326000.000
11-27-1991	255.27	255.45	252.97	255.45	2120	1756000.000
11-28-1991	257.28	257.35	255.45	257.35	2502	2251000.000
11-29-1991	259.68	259.85	257.35	259.60	33695	28453000.000
12-02-1991	261.78	262.19	259.67	262.19	19128	16310000.000
12-03-1991	264.64	264.81	262.19	264.81	1101	1207000.000
12-04-1991	265.53	265.77	264.81	265.77	742	903000.000
12-05-1991	266.48	266.66	265.77	266.66	2050	2100000.000
12-06-1991	269.34	269.35	266.66	269.35	1613	1798000.000
12-09-1991	270.27	270.27	269.35	270.27	1631	1648000.000
12-10-1991	270.27	272.91	270.27	272.91	516	665000.000
12-11-1991	273.53	273.71	272.91	273.71	669	859000.000
12-12-1991	274.41	274.41	273.71	274.41	1577	1644000.000
12-13-1991	276.81	277.00	274.41	277.00	746	962000.000
12-16-1991	277.53	277.85	277.00	277.85	580	817000.000
12-17-1991	278.67	278.68	277.85	278.68	493	754000.000
12-18-1991	279.32	279.51	278.68	279.51	760	893000.000
12-19-1991	279.98	280.17	279.51	280.17	1094	1242000.000
12-20-1991	282.83	282.83	280.63	282.83	4393	6268000.000
12-23-1991	285.65	285.65	282.83	285.65	1046	1182000.000
12-24-1991	285.74	286.22	285.65	286.22	486	593000.000
12-25-1991	287.09	287.15	286.22	287.15	573	873000.000
12-26-1991	288.03	288.03	287.15	288.03	1168	1422000.000
12-27-1991	290.65	290.85	288.03	290.85	1551	1789000.000
12-30-1991	291.71	291.71	290.85	291.71	1165	1881000.000
12-31-1991	292.48	292.75	291.71	292.75	584	858000.000
01-02-1992	293.74	293.75	292.76	293.75	928	1339000.000
01-03-1992	296.24	296.52	293.75	296.52	1436	1842000.000
01-06-1992	297.68	297.68	296.52	297.68	3400	4236000.000
01-07-1992	298.54	298.77	297.68	298.77	892	1064000.000
01-08-1992	299.65	299.66	298.77	299.66	659	930000.000
01-09-1992	300.61	300.62	299.66	300.62	943	1244000.000
01-10-1992	301.82	301.83	300.62	301.83	1605	2629000.000
01-13-1992	302.83	303.06	302.00	303.06	725	1097000.000
01-14-1992	304.77	305.74	303.06	305.74	632	858000.000
01-15-1992	306.62	306.63	305.74	306.63	259	314000.000
01-16-1992	306.85	306.85	306.63	306.85	378	488000.000
01-17-1992	307.37	307.38	306.85	307.38	250	321000.000
01-20-1992	307.38	307.39	307.38	307.39	445	502000.000
01-21-1992	307.87	307.87	307.39	307.87	534	650000.000
01-22-1992	307.95	307.95	307.87	307.95	312	439000.000
01-23-1992	308.53	308.53	307.95	308.53	413	583000.000
01-24-1992	309.05	309.05	308.53	309.05	722	1004000.000
01-27-1992	311.60	311.61	309.05	311.61	562	750000.000
01-28-1992	311.67	311.84	311.61	311.84	664	822000.000
01-29-1992	312.41	312.58	311.84	312.42	401	450000.000
01-30-1992	312.73	312.73	312.42	312.73	391	543000.000
01-31-1992	313.24	313.24	312.73	313.24	354	586000.000
02-03-1992	314.18	314.18	313.24	314.18	305	583000.000
02-07-1992	314.72	314.72	314.18	314.72	327	527000.000
02-10-1992	315.55	315.56	314.72	315.56	354	586000.000
02-11-1992	316.12	316.43	315.56	316.43	296	460000.000
02-12-1992	316.43	316.44	316.43	316.44	270	397000.000
02-13-1992	317.24	317.57	317.06	317.04	1020	1680000.000
02-14-1992	319.45	319.68	317.04	319.68	457	770000.000
02-17-1992	319.77	319.77	319.68	319.77	6369	13782000.000
02-18-1992	338.98	339.16	319.77	337.11	7407	12655000.000
02-19-1992	340.50	342.41	337.11	342.41	9401	16501000.000
02-20-1992	345.22	348.01	342.41	347.99	10341	20004000.000
02-21-1992	358.91	359.93	347.99	359.59	11582	19254000.000
02-24-1992	361.11	361.62	359.59	360.50	30157	18038000.000
02-25-1992	359.66	361.29	357.07	360.37	4862	8037000.000
02-26-1992	359.85	360.76	359.27	360.10	5753	8082000.000
02-27-1992	361.00	363.03	360.10	362.45	9524	17931000.000
02-28-1992	364.15	364.67	362.45	364.66	9862	26401000.000
03-02-1992	365.15	365.39	364.66	365.39	3405	5644000.000
03-03-1992	366.79	367.25	365.39	367.00	2989	3366000.000
03-04-1992	367.56	368.28	366.95	368.32	5614	10360000.000
03-05-1992	369.31	369.88	368.11	369.76	8360	14928000.000
03-06-1992	370.79	371.76	369.76	371.76	5237	9958000.000
03-09-1992	372.26	374.06	371.88	373.53	20968	22273000.000
03-10-1992	374.48	375.23	373.53	375.23	5011	7452000.000
03-11-1992	375.87	376.25	374.98	376.14	4001	11238000.000
03-12-1992	377.55	377.57	376.14	376.92	10326	31594000.000
03-13-1992	376.58	377.19	376.38	376.38	2527	4487000.000
03-16-1992	377.00	377.42	376.38	377.05	2646	2265000.000
03-17-1992	377.50	377.84	377.03	377.49	890	1340000.000
03-18-1992	377.94	378.32	377.49	377.66	4028	2252000.000
03-19-1992	377.26	377.96	376.21	377.31	13628	35111000.000
03-20-1992	377.91	378.03	377.31	377.99	3160	7844000.000
03-23-1992	378.61	379.04	377.45	378.89	10290	24375000.000
03-24-1992	378.53	379.50	378.05	378.69	4378	7016000.000
03-25-1992	378.33	379.02	378.12	378.12	11820	21445000.000
03-26-1992	379.29	379.34	377.64	379.13	10225	24177000.000
03-27-1992	379.65	380.79	379.13	380.77	1892	5469000.000
03-30-1992	381.54	381.56	380.76	381.44	12655	40359000.000
03-31-1992	381.87	382.06	381.24	381.24	17391	53853000.000
04-01-1992	381.55	381.85	381.01	381.01	4065	7767000.000
04-02-1992	381.47	381.58	381.01	381.12	1673	3193000.000
04-03-1992	381.44	381.57	381.12	381.33	1700	3377000.000
04-06-1992	381.97	382.08	381.33	381.47	5298	14543000.000
04-07-1992	381.95	382.10	381.47	381.93	10613	30266000.000
04-08-1992	382.53	382.59	381.92	382.43	1866	5277000.000
04-09-1992	381.93	382.88	381.65	381.65	3168	7148000.000
04-10-1992	381.52	382.04	381.20	382.03	7066	13499000.000
04-13-1992	387.27	392.28	382.03	391.11	20593	52440000.000
04-14-1992	393.10	400.61	391.10	400.61	9415	25184000.000
04-15-1992	400.35	406.72	398.23	406.72	10566	25157000.000
04-16-1992	404.07	410.61	403.52	410.55	39211	57466000.000
04-17-1992	408.56	414.42	406.19	414.42	15678	45102000.000
04-20-1992	417.19	420.99	413.64	413.85	10170	23206000.000
04-21-1992	417.99	421.55	402.89	410.06	51257	72181000.000
04-22-1992	400.12	410.06	399.87	399.88	50596	73539000.000
04-23-1992	407.13	408.86	394.60	407.25	54718	71062000.000
04-24-1992	405.88	415.05	397.74	414.40	34706	47646000.000
04-27-1992	422.45	424.92	413.47	424.58	37257	53584000.000
04-28-1992	434.90	436.31	424.58	436.09	42392	53950000.000
04-29-1992	445.25	446.12	436.09	444.16	52899	66766000.000
04-30-1992	435.73	448.94	433.66	445.38	45704	52587000.000
05-04-1992	454.86	456.24	445.38	453.62	64362	101358000.000
05-05-1992	447.42	455.36	439.96	449.21	49359	78293000.000
05-06-1992	449.78	454.08	446.39	449.96	33687	54371000.000
05-07-1992	452.86	457.05	449.55	454.65	34414	51743000.000
05-08-1992	461.05	468.42	454.65	468.11	48634	84729000.000
05-11-1992	483.29	490.19	468.11	491.50	30950	60650000.000
05-12-1992	502.80	506.68	491.50	506.53	33278	65369000.000
05-13-1992	505.27	517.86	499.40	514.04	33897	64664000.000
05-14-1992	514.48	523.50	511.91	523.36	33010	60063000.000
05-15-1992	529.39	544.56	523.36	544.35	63283	75109000.000
05-18-1992	560.09	571.85	544.35	571.82	29992	61340000.000
05-19-1992	590.41	598.11	571.82	598.11	47790	58722000.000
05-20-1992	617.28	623.88	598.11	616.99	65646	119286000.000
05-21-1992	1260.32	1334.98	604.01	1266.49	89657	181276992.000
05-22-1992	1306.37	1349.71	1262.44	1339.99	93725	204172992.000
05-25-1992	1411.98	1428.79	1339.99	1421.57	88969	222428992.000
05-26-1992	1332.39	1429.01	1291.00	1301.35	68128	149448000.000
05-27-1992	1250.56	1285.61	823.36	1193.17	64528	138824000.000
05-28-1992	1123.04	1184.18	1114.94	1160.17	48389	117388000.000
05-29-1992	1243.65	1253.37	1154.01	1234.71	51615	135996992.000
06-01-1992	1175.69	1249.58	1129.28	1183.24	39394	105366000.000
06-02-1992	1155.88	1184.28	1138.58	1141.02	34033	84509000.000
06-03-1992	1075.90	1141.02	1033.47	1059.07	41002	91844000.000
06-04-1992	1087.49	1118.93	1050.45	1104.46	43184	94263000.000
06-05-1992	1125.01	1143.07	1099.91	1105.76	44007	100847000.000
06-08-1992	1092.07	1121.41	1085.19	1093.46	28747	66441000.000
06-09-1992	1116.92	1144.39	1079.65	1126.62	35100	81673000.000
06-10-1992	1199.23	1206.51	1134.73	1187.02	58732	154616992.000
06-11-1992	1179.28	1188.68	1172.09	1178.30	34897	107985000.000
06-12-1992	1164.12	1178.30	1153.97	1171.71	47202	117698000.000
06-15-1992	1174.41	1181.86	1152.69	1171.85	37747	93130000.000
06-16-1992	1171.75	1135.60	1164.24	1166.70	35158	92530000.000
06-17-1992	1171.29	1186.59	1166.26	1169.57	34755	90657000.000
06-18-1992	1167.16	1172.86	1158.32	1168.43	29101	65289000.000
06-19-1992	1169.97	1171.94	1161.80	1171.94	25146	60859000.000
06-22-1992	1173.68	1180.21	1165.74	1169.90	27924	71392000.000
06-23-1992	1162.83	1172.46	1154.62	1158.17	19490	56443000.000
06-24-1992	1150.89	1158.17	1144.46	1151.06	16975	44772000.000
06-25-1992	1153.48	1160.23	1148.02	1160.23	19846	58837000.000
06-26-1992	1164.29	1207.82	1160.23	1164.67	29061	92243000.000
06-29-1992	1168.89	1173.49	1156.68	1169.51	53610	114991000.000
06-30-1992	1186.62	1193.16	1169.51	1191.19	58976	160259008.000
07-01-1992	1199.54	1215.13	1182.05	1194.18	58330	122926000.000
07-02-1992	1187.30	1198.66	1179.86	1187.48	46512	101151000.000
07-03-1992	1189.09	1193.39	1183.96	1189.16	75245	190398000.000
07-06-1992	1197.76	1215.24	1190.27	1201.01	63782	195780000.000
07-07-1992	1201.01	1206.91	1195.81	1206.46	68826	204760000.000
07-08-1992	1192.37	1211.27	1182.72	1185.50	68043	138880000.000
07-09-1992	1172.44	1187.18	1168.78	1178.53	53216	130815000.000
07-10-1992	1175.14	1192.98	1166.45	1188.62	58149	134101000.000
07-13-1992	1156.83	1198.90	1131.21	1136.33	51595	123468000.000
07-14-1992	1124.65	1139.96	1110.19	1114.05	44462	95340000.000
07-15-1992	1107.18	1135.57	1100.16	1107.69	44812	121584000.000
07-16-1992	1114.13	1214.83	1108.23	1124.64	50464	151032000.000
07-17-1992	1121.49	1134.32	1116.14	1125.56	62671	115821000.000
07-20-1992	1100.60	1126.96	1094.81	1098.82	31699	67313000.000
07-21-1992	1087.61	1096.49	1079.75	1082.39	35912	66221000.000
07-22-1992	1059.22	1081.81	1034.91	1035.66	47347	105623000.000
07-23-1992	1020.07	1033.75	961.61	1014.57	77014	137012992.000
07-24-1992	1165.89	1178.90	1014.08	1142.02	57155	100041000.000
07-27-1992	1169.42	1178.81	1108.05	1149.33	59560	122257000.000
07-28-1992	1126.88	1148.63	1102.02	1105.95	78387	105616000.000
07-29-1992	1078.31	1108.06	1047.03	1087.12	68987	85225000.000
07-30-1992	1067.45	1087.36	1043.79	1057.40	99108	88690000.000
07-31-1992	1045.67	1052.07	1032.54	1052.07	87149	77149000.000
08-03-1992	1034.70	1060.36	1026.83	1031.55	60103	73754000.000
08-04-1992	1018.30	1036.33	1016.16	1035.63	52472	63035000.000
08-05-1992	1015.76	1038.30	1011.66	1012.55	61146	76139000.000
08-06-1992	988.38	1010.76	983.22	1002.17	72555	108106000.000
08-07-1992	1003.22	1006.11	995.71	1005.23	78256	101706000.000
08-10-1992	992.73	1006.64	956.55	964.09	81781	111257000.000
08-11-1992	926.81	961.61	797.60	863.41	106999	153828000.000
08-12-1992	675.00	843.30	627.36	781.21	144831	188800992.000
08-13-1992	797.17	890.06	745.62	850.94	115594	171260000.000
08-14-1992	857.10	900.51	818.12	858.38	104407	159447008.000
08-17-1992	898.66	940.76	858.38	939.46	113357	190291008.000
08-18-1992	954.89	999.69	921.98	933.44	148494	259400992.000
08-19-1992	920.66	951.16	888.23	939.51	75952	131836000.000
08-20-1992	930.70	946.73	918.65	932.32	160565	177488000.000
08-21-1992	916.99	938.37	912.89	916.25	170567	189594000.000
08-24-1992	888.95	920.85	881.33	884.10	99347	155058000.000
08-25-1992	868.10	887.49	848.05	849.57	84662	135092000.000
08-26-1992	841.42	877.25	827.36	877.25	126153	153392000.000
08-27-1992	874.75	880.02	861.64	863.77	54258	89723000.000
08-28-1992	851.60	866.98	825.01	848.20	74884	95684000.000
08-31-1992	833.50	848.40	823.02	823.27	54296	77675000.000
09-01-1992	826.96	832.84	807.37	824.96	78694	87529000.000
09-02-1992	803.83	826.68	783.96	787.67	93924	140242000.000
09-03-1992	749.22	781.33	742.74	764.11	163730	206650000.000
09-04-1992	759.54	776.18	749.46	753.58	98772	130811000.000
09-07-1992	745.69	788.15	700.79	702.83	87105	135455008.000
